word	corrected_gold	system_suggestions	in_1	in_3	in_above_3
بەرێوەبچێت	بەڕێوەبچێت	بەرێوە بچێت,بەروەرێنرێێت	0	0	0
بەڕدەڕێژ	بەردەڕێژ	بەڕێکردن	0	0	0
بەزیزە	گەزیزە	عەزیزە,بەزینە,بەزیمە,گەزیزە,بەزازە,بەزییە,بەزی زە,بە زیزە,بەزی,بەزەیی,بەززی,بەزە	0	0	1
بەستین	بەستێن	detected_correct	0	0	0
بەسوز	بەسۆز	بەوز	0	0	0
بەفیرۆ	بەفیڕۆ	بەفیڕۆ	1	1	0
بەهوی	بەهۆی	وەهبی,بەهای,بەهێی,بە هوی	0	0	0
بەهیز	بەهێز	بەهرۆز	0	0	0
بەێاخ	بەیاخ	بەیاخ	1	1	0
بەێان	بەیان	بەیان,بەشان,بەران,بەڕان,بەڵان,بەهان,بەنان,بەگان,بەدان,بەڵێنان	1	1	1
پاشکو	پاشکۆ	پشکو,پاشکۆ,پاشێو	0	1	1
پتو	پتەو	پیو,پتەو,پتر,پاو,پێو	0	1	1
پخشان	پەخشان	خشان,پخان,پێخشان,پەخشان,پختان,پخمان,پاشان,پۆشان,پوشان,پیشان,پخیان,پخ شان	0	0	1
پراوێز	پەراوێز	پەراوێز,پەروێز	1	1	1
پرژین	پەرژین	detected_correct	0	0	0
پروانە	پەروانە	پەروانە,پەروان,پرسانە,پرژانە,چروانە,پرچانە,زروانە,دروانە,پردانە,پاوانە,پێوانە,پیوانە,وانەرانە	1	1	1
پشکو	پشکۆ	detected_correct	0	0	0
پنا	پەنا	پان,نا,پا,پنار,پنچا,پنگا,پانا,پێنا,پەنا,بنا,شنا,پسا,ڕنا,پڕا,ژنا	0	0	1
پوچ	پووچ	پوج,پووچ,پوش,پرچ,پنچ,کوچ,پوک,پاچ,پێچ	0	1	1
پوز	پۆز	پەز,پووز,پوش,قوز,پوج,کوز,پوک,پۆز,پیز,پوزان	0	0	1
پولوو	پۆلوو	پوکوو,پەلوو,ولوو,پلوو,پاولوو,پوولوو,پوشوو,سولوو,ژولوو,قولوو,خولوو,پوجوو,کولوو,گولوو,زولوو	0	0	0
پۆلو	پۆلوو	پۆلە,پۆل,پۆلوو,پۆلت,پۆلن,پۆلم,پۆلک,پۆلگ,پۆلا,پۆلۆ,پۆلێ,پۆوو,پۆلی,پۆل و,پۆ لو	0	1	1
پۆلوۆ	پۆلوو	پۆلۆ,پۆلوو	0	1	0
پۆلۆو	پۆلوو	پۆلۆە,پۆلۆ,پۆلۆوو,پۆلۆت,پۆلۆڵ,پۆلۆن,پۆلۆم,پۆلۆک,پۆلۆگ,پۆلۆا,پۆلۆێ,پۆلوو,پۆلۆی,پۆلۆ و,پۆ لۆو	0	0	1
پێکهنان	پێکهێنان	پێکنان,پێکهێنان,پێکتنان,پێکڕنان,پێکمنان,پێکانان,پێکەنان,پێکینان,پێکهاتنان,پێکاندنان,پێکپێکان,پێپێکان	0	1	1
پیتا	پیت	detected_correct	0	0	0
پیچوانە	پێچەوانە	پیوانە,پینوانە,پیچکانە,پیاوانە,پەیچوونانە	0	0	0
پیچەوانە	پێچەوانە	پیچە وانە,پیاوانەانە,پیاوانە	0	0	0
پیروز	پیرۆز	پیرۆز,پیروو,فیرووز	1	1	1
پیکهێنان	پێکهێنان	پێکهێنان,پیک هێنان,پیاوێنان	1	1	1
پیکەوە	پێکەوە	detected_correct	0	0	0
پیوێست	پێویست	پێویست,پێوێست,یوێست,پیوست,پێیوێست,بیوێست,پیفێست,نیوێست,پیکێست,پیوێکت,پی وێست	1	1	1
پیویست	پێویست	پێویست,پیوست,پیویت,بیویست,پیویشت,پیریست,کیویست,پیو یست,پی ویست,پیست,پیسست,ویست	1	1	1
پیوەندی	پەیوەندی	پێوەندی,پەیوەندی,پەیوەند	0	1	1
پەتەو	پتەو	پەتوو,پتەو,پەرتەو,پتەوە	0	1	1
پەرانپەر	پەڕانپەڕ	پەران پەر,پەرمانەر,پەرژانەر,پەڕێنرانەر,پەژراندنەر	0	0	0
پەراویز	پەراوێز	پەراوێز,پەرویز,پەرویزا	1	1	1
پەرسەندن	پەرەسەندن	پەسەندن,پەرەسەندن,بەرسەندن,سەرسەندن,دەرسەندن,وەرسەندن,پەر سەندن,سەرەندن,پەسەند	0	1	1
پەروش	پەرۆش	پەروا,پەرۆش,پەرێش,پەروو,پەروەرش,پەروەر	0	1	1
پەرۆینە	پەڕۆینە	پەرپینە,پەرینە,پەرۆشینە,پەرتینە,پەڕۆینە,پەرژینە,پەرچینە,پێرۆینە,وەرۆینە,پەروینە,پەرپەرۆکینە,پەرپینینە,پەروەرینە,پەروینینە	0	0	1
پەریشان	پەرێشان	پەرێشان,پەریان,پەریشتان,پەریشمان,پەریشیان,پەریتان,پەریمان,پەرۆشان,پەرییان,پەری شان,پەرخاشان	1	1	1
پەریوە	پەڕیوە	پیرەوە,پەریوو,پەریڵە,پەریچە,پەریلە,پەرینە,پەرەوە,پەروەر,پەری,وەری	0	0	0
پەرەپیدان	پەرەپێدان	دانەپەنیرەن,دانەپەنیرە	0	0	0
پەلەور	پەلەوەر	پەلەوە,پەلەر,پەلەوەر,پەلەگر,پەلەوو,پەلەسوور	0	1	1
پەواوێز	پەراوێز	پەراوێز,پەروێز	1	1	1
پەیامنیر	پەیامنێر	پەیامنێر,پەیامگیر,پەیامناردن	1	1	1
تابا	تەبا	باتا,تانا,رابا,تابۆا,بابا,شابا,تاسا,تارا,تاڵا,تاجا,نابا,مابا,تاما,تاکا,گابا	0	0	0
تامەزرو	تامەزرۆ	تامەزرۆ,تامە زرو	1	1	1
تامەزوۆ	تامەزرۆ	تامەزرۆ	1	1	0
ترسنوک	ترسنۆک	ترسناک,ترسنۆک	0	1	0
ترفە	تریفە	فرتە,تفە,تریفە,تفەر,ترپە,ترشە,ترسە,تڵفە	0	1	1
ترم	تەم	تمر,مرت,تەم,ترپم,ترشم,ترسم,تقرم,تمرم,تکرم,تگرم,تزرم,تارم,تێرم,ترێم,تەرم	0	1	1
تروپک	ترۆپک	ترپک,تروتک,تروسک	0	0	0
تنوک	تنۆک	کنوت,وتنک,تنوس,تنرک,تزوک,تاوک,تووک,تنوو	0	0	0
توران	تۆران	detected_correct	0	0	0
تومار	تۆمار	موتار,تەمار,توخمار,توتار,تورار,قومار,خومار,کومار,گومار,تامار,تۆمار,تووار,تیمار,تارومار,مارتوار	0	0	1
توۆپک	ترۆپک	تۆپک	0	0	0
تۆرت	تورد	تۆرنت,تۆرۆت,تۆرێت,بۆرت,تۆپت,شۆرت,تۆڕت,تقرت,فۆرت,هۆرت,تۆخت,جۆرت,تۆرن,مۆرت,تۆمت	0	0	0
تێکوشان	تێکۆشان	تێکشان,تێکوشکان,تێکگوشان,تێوشکان,تێکشاون,تێکوتان,تێکوشتن,تێکوژان,تێکوڵان,تێکخشان,تێککشان,تێکوشکن,تێگوشان,تێکۆشان,تێکێشان	0	0	1
تیبێنی	تێبینی	تێبینی,بێنینی,بێنێتی,بێتینی	1	1	1
تیکۆشان	تێکۆشان	تێکۆشان,کۆشانان,کۆشان	1	1	1
تینو	تینوو	تونی,تینە,تین,تینوو,وتین,پینو,تینت,تینن,تینم,تینک,تینگ,تینا,تینێ,تینی,تین و	0	0	1
تەمو	تەموو	تەمە,تەم,تەموو,وتەم,تەمت,تەمن,تەمم,تەمک,تەمگ,تەما,تەمۆ,تەمێ,تەمی,تەم و	0	1	1
جماەر	جەماوەر	جامەر,جەمار,جەمامەر	0	0	0
جوتیار	جووتیار	جووتیار	1	1	0
جوراوجور	جۆراوجۆر	ماجورا	0	0	0
جوزەردان	جۆزەردان	جۆزەردان,زەردان	1	1	1
جولانە	جۆلانە	خولانە,ولانە,جلانە,جوانە,جولیانە,جوانلە,جوپانە,سولانە,ژولانە,قولانە,کولانە,گولانە,زولانە,جۆلانە,جووانە	0	0	1
جۆراۆجۆر	جۆراوجۆر	جۆراوجۆر,جۆربەجۆر	1	1	1
جیژوان	جێژوان	جی ژوان,ژوانان	0	0	0
جیگر	جێگر	detected_correct	0	0	0
چاروکە	چارۆکە	چارەکە,چاوکە,چاوکەر,چابوکە,خاروکە,چارۆکە	0	0	0
چارەرەش	چارەڕەش	چارەڕەش,چارەکەش,چارەسەر	1	1	1
چاکا	چاکی	detected_correct	0	0	0
چاوتروکاو	چاوترووکان	چاوترووکاندن	0	0	0
چاودیر	چاودێر	چاودێر,چاوگیر,چاودەر	1	1	1
چاوەدیری	چاوەدێری	چاوەزەردەی	0	0	0
چرو	چرۆ	detected_correct	0	0	0
چریک	چریکە	چیرک,چرتک,چیک,چرپیک,چریکە,بریک,چرپک,سریک,چرچک,لریک,کریک,دریک,چایک,چراک,چرۆک	0	0	1
چکۆڵە	چکۆلە	detected_correct	0	0	0
چمینەوە	چەمینەوە	مچینەوە,چنیمەوە,چنینەوە,جمینەوە,مینەوە,چینەوە,چەمینەوە,چینمەوە,چشینەوە,ڕمینەوە,چڕینەوە,چکینەوە,چزینەوە,چەینەوە,چوینەوە	0	0	1
چوپی	چۆپی	چەپی,جوپی,چرپی,چونی,چاپی,چۆپی,چووی,چاوپیس	0	0	1
چوخە	چۆخە	چخە,چونە,چاخە,چووە,چیخە	0	0	0
چوک	چۆک	کوچ,چەک,چک,چروک,چوکڵ,چونک,چاوک,چێوک,چووک,بوک,پوک,شوک,سوک,چڕک,ڵوک	0	0	0
چولەکە	چۆلەکە	کولەچە,ولەکە,چلەکە,چوالەکە,سولەکە,ژولەکە,قولەکە,خولەکە,چللەکە,چونەکە,کولەکە,گولەکە,زولەکە,چۆلەکە,چووەکە	0	0	1
چوڵگە	چۆلگە	گوڵچە,چۆڵگە	0	0	0
چوم	چۆم	چون,چەم,چم,چروم,چونم,چاوم,چێوم,چووم,بوم,چشم,سوم,ڕوم,چڕم,ڵوم,چڵم	0	0	0
چونیەتی	چۆنیەتی	detected_correct	0	0	0
چووار	چوار	detected_correct	0	0	0
چۆبی	چۆپی	بۆچی,بۆبی,چۆپی,تۆبی,رۆبی,ڕۆبی,چۆڕی,چۆڵی,چۆقی,چۆلی,چۆمی,کۆبی,چۆکی,چۆ بی,چۆقابی	0	1	1
چۆلکە	چۆلگە	چۆلەک,چۆکلە,کۆلچە,چۆللە,چۆکە,چۆلە,چۆلک,چۆلکەر,چۆلۆکە,چۆلەکە,چکۆلە,کچۆلە,لچۆکە,ڕۆلکە,فۆلکە	0	0	0
چیاە	چیا	چیا,چیاڵە,چیاەڵ,چیاچە,چیالە,چیاکە,چیاەک,چیاوە,چیتە,چیات,چیرە,چیڕە,چیڵە,چیغە,چیخە	1	1	1
چیروک	چیرۆک	چیرەک,چروک,چیرک,چویرک,بیروک,ژیروک,چیرۆک,چیرێک,چیروو	0	0	1
چەشەن	چەشن	چەشنە,چەشن,چەشمەن,چەتەن,چەشتن,شەشەن,قەشەن,چەقەن,نەشەن,چەنەن,چەشنن,چەمەن,کەشەن,چەکەن,گەشەن	0	1	1
خاڵخالۆکە	خاڵخاڵۆکە	خاڵخاڵۆکە,کاخالۆکە	1	1	1
خانۆێ	خانووی	خانێ,شانۆێ,خاڵۆێ,خانۆڵ,خاچۆێ,نانۆێ,مانۆێ,خانمێ,خانۆک	0	0	0
خریک	خەریک	خرتک,خرێک,خرک,خری,خەریک,خوریک,بریک,خرپک,خریت,سریک,لریک,خرین,خریم,کریک,دریک	0	0	1
خوریە	خورپە	خورتە,خورە,خوری,خوریڵە,خوریەڵ,خوریچە,خوریلە,خوریەک,خورایە,خوەری,یخورە,خورپە,خوریت,خورنە,خورین	0	0	1
خوزگە	خۆزگە	خۆزگە,هاوزگە	1	1	1
خومەش	خۆمەش	خوەش,خوەشم	0	0	0
خونۆاندن	خۆنواندن	خۆنواندن	1	1	0
خۆرایی	خۆڕایی	خۆڕایی,مۆرایی,خۆراکی,خێرایی,خۆ رایی	1	1	1
خۆڵقاندن	خوڵقاندن	خۆنواندن	0	0	0
خۆنۆاندن	خۆنواندن	خۆنواندن,خۆمراندن	1	1	1
خیراکار	خێراکار	خیاکار,گیراکار,دیراکار,خۆراکار,ئاکیراکار,شاکیراکار,کاراکار	0	0	0
خیۆ	خێو	خۆی,یخۆ,خۆ,خیدۆ,بیۆ,سیۆ,ریۆ,ڤیۆ,لیۆ,خیز,دیۆ,خیا	0	0	0
خەلات	خەڵات	خەڵات,خەبات,عەلات,حەلات,مەلات,خەیات,خە لات,خەللادت	1	1	1
داسپاندن	داسەپاندن	داپساندن,داسەپاندن,داستاندن,داچەسپاندن,داسەپاند,داچەسپاند	0	1	1
داهاتو	داهاتوو	داهاتە,داهات,داهاتوو,داهاتت,داهاتن,داهاتم,داهاتک,داهاتگ,داهاتا,داهاتێ,داهاتی,داهات و	0	1	1
دروشانەوە	درەوشانەوە	دوشانەوە,دروانەوە,دروشمانەوە,درەوشانەوە,دووشانەوە,درووانەوە,درو شانەوە,درەوشانانەوە,درەوشاندنەوە,درەوشاندەوە,درەوشاندنانەوە	0	0	1
دسپیک	دەسپێک	سپیک	0	0	0
دق	دەق	دو,دێق,دەق,ڕق,دڕ,دژ,دڵ,لق,دم,دز,دا,دۆ,دێ,دە,دی	0	1	1
دگمەن	دەگمەن	گمەن,دەگمەن,دوگمەن,دامەن,دۆمەن,دێمەن,دیمەن	0	1	1
دنگیلە	دەنگیلە	سنگیلە,دانگیلە,دەنگیلە,پنگیلە,شنگیلە,قنگیلە,چنگیلە,لنگیلە,منگیلە,کنگیلە,داگیلە,لەنگیلە,لەنگییلە,نگینیلە	0	1	1
دواپشو	دواپشوو	پشوودان	0	0	0
دوخ	دۆخ	دو,دوت,دوڕ,دون,دوم,دوک,دوگ,داخ,دوا,دۆخ,دوێ,دوە,دوو,دوی	0	0	1
دوزینەوە	دۆزینەوە	دزینەوە,دوینەوە,چوزینەوە,دواینەوە,دۆزینەوە,دوەینەوە,دو زینەوە,داخوزینەوە,گەوزینەوە,داوەزینەوە,زینەدینەوە	0	0	1
دیلوک	دیلۆک	دیلەک,دیلک,دیلنک,دیلۆک,دیلێک,دیلوو,دیلیک,دی لوک,ویلدیوک	0	0	1
دیمن	دیمەن	detected_correct	0	0	0
دەربرین	دەربڕین	دەربەین,دەربین,دەربرژین,دەربمرین,دەربکرین,دەربگرین,دەربزرین,دەربردین,دەربارین,دەرببین,دەربشین,دەربڕین,دەربرژن,دەربچین,دەرمرین	0	0	1
دەستەمو	دەستەمۆ	دەستەم,دەستەوو,دەستەم و,دەستە مو,دەمودەست,دەمودەس,دەستە	0	0	0
دەسروکە	دەسرۆکە	دارودەسەکە	0	0	0
دەسەوەر	دەسەوەرە	دەسەوە,دەرسەوە,دەساوەر,دەسە وەر,دەمودەسەر,دەسەسڕەر,دووردەسەر,دەسنووسەر	0	0	0
دەفەت	دەرفەت	detected_correct	0	0	0
دەلێت	دەڵێت	دەکێت,دەێت,دەلێست,دەلکێت,دەگلێت,دەبێت,دەشێت,دەلێس,دەڕێت,چەلێت,دەچێت,دەێێت,دە لێت	0	0	0
دەمانەوی	دەمانەوێ	دامەنەوی,دەمنەوی,دەمانڕەوی,دەمانخەوی,دەماننەوی,دەمانکەوی,دەمانسوی,دەمانڕوی,دەماندوی,دەمانەوە,دەمانە وی,دەما نەوی,دانەوینەوە	0	0	0
دەمانەۆی	دەمانەوێ	دەمانشۆی,دەمانڕۆی,دەمانخۆی,دەمانجۆی,دەمانچەی	0	0	0
دەنوینن	دەنوێنن	دەنوێنن,دانەوینن	1	1	1
دەواوەتر	دواوەتر	تەواوتر	0	0	0
دەوند	دوند	دوند,دەوەند,دەدون,دوندە,کوندە	1	1	1
دەوەر	دەور	detected_correct	0	0	0
ڕاستەوخو	ڕاستەوخۆ	ڕاستەوو,ڕاستەوخۆ,ڕاخواست	0	1	1
ڕاستەۆخو	ڕاستەوخۆ	ڕاستەوخۆ	1	1	0
ڕاستەۆخۆ	ڕاستەوخۆ	ڕاستەوخۆ	1	1	0
ڕاندوش	ڕاندۆش	ڕاڕووشاند	0	0	0
ڕاهینەر	ڕاهێنەر	هاڕینەر,ڕابینەر,شاهینەر,ڕامینەر,ڕا هینەر,ڕابینینەر	0	0	0
ڕاوستان	ڕاوەستان	ڕاستان,ڕاوتان,ڕاوێستان,ڕاوەستان,لاوستان,گاوستان,ڕاویتان,ڕاو ستان,ڕا وستان,ڕاونانتان,ڕاناوتان,وستاتان,ڕاناوتتان	0	0	1
ڕاوستن	ڕاوەستان	ڕاتسون,ڕاستن,ڕاوتن,ڕاوست,ڕانوستن,ڕاوێستن,ڕاوەستن,ڕاویستن,ڕانوست,ڕاڕستن,ڕاخستن,ڕانووستن,ڕانووست	0	0	0
ڕاەهاتن	ڕاهاتن	ڕاهاتن,ڕانەهاتن,ڕادەهاتن,ڕانەهات,ڕەهاتان,ڕاهاتنە,ڕۆهاتن	1	1	1
ڕوالەت	ڕواڵەت	ڕوالەر,ڕواڵەت,ڕوالت,ڕوالە,ڕوالست,ڕوالەڵ,چوالەت,ڕوالەک,ڕوالیت,ڕوا لەت	0	1	1
ڕوانگا	ڕوانگە	گوانڕا,ڕوانها,ڕوانا,ڕوانگ,ڕوانگر,ڕوانڕا,هوانگا,ڕواندا,ڕوانگە,ڕوان گا,ڕنگاوا,ڕوان	0	0	1
ڕوانگاە	ڕوانگە	ڕوانگە,ڕوانە	1	1	1
ڕوبار	ڕووبار	ڕووبار,ڕوتار,ڕابار,ڕۆبار,ڕووار,ڕو بار,ڕوبنسار	1	1	1
ڕوچوون	ڕۆچوون	ڕاچوون,ڕۆچوون,ڕو چوون,ڕوونن,ڕوون,چوون	0	1	1
ڕوخاو	ڕووخاو	ڕووخا,ڕو خاو	0	0	0
ڕوژوو	ڕۆژوو	وژوو,ڕوتوو,ڕۆژوو,ڕێژوو,ڕوووو,ڕ وژوو,ڕوو	0	1	1
ڕوشنبیر	ڕۆشنبیر	ڕۆشنبیر	1	1	0
ڕولە	ڕۆڵە	وڕلە,لوڕە,ڕقلە,ولە,ڕوتلە,ڕاولە,ڕوالە,ڕوولە,بولە,ڕوتە,سولە,ژولە,ڵولە,قولە,ڕفلە	0	0	0
ڕووبەروو	ڕووبەڕوو	detected_correct	0	0	0
ڕۆچون	ڕۆچوون	ڕۆچن,ڕۆچوێن,ڕۆچوون,ڕۆچشن,ڕۆسون,ڕۆڕون,ڕۆچڕن,ڕۆچنن,ڕۆچکن,ڕۆچزن,ڕۆدون,ڕۆچێن,ڕۆچوو,ڕۆچین,ڕۆچ ون	0	1	1
ڕۆچۆون	ڕۆچوون	ڕۆچۆقن,ڕۆچۆڕن,ڕۆچۆوە,ڕۆچوون,ڕۆچۆ ون,ڕۆچۆڕێن	0	0	1
ڕێبار	ڕێباز	ڕێبڕار,ڕێبوار,پێبار,تێبار,ڕێشار,ڕێخار,جێبار,لێبار,ڕێمار,ڕێکار,ڕێزار,ڕێباز,ڕابار,ڕۆبار,ڕێبەر	0	0	1
ڕێکوپیک	ڕێکوپێک	ڕێکوپێک,کوڕێنیک	1	1	1
ڕێکووپێک	ڕێکوپێک	ڕێکوپێک,کووپەرێک	1	1	1
ڕێنوینی	ڕێنوێنی	ڕێنوێنی,بێنینیوی	1	1	1
ڕیبوار	ڕێبوار	ڕێبوار,ڕی بوار	1	1	1
ڕیزانە	ڕێزانە	detected_correct	0	0	0
ڕیگا	ڕێگا	گیڕا,ڕیها,ڕێگا,ڕیا,ڕیگ,ڕایگا,ڕۆیگا,ڕایگ,بیگا,ڕیبا,ڕیپا,ڕیتا,ڕیشا,ڕیگر,ڕیڕا	0	1	1
ڕینووس	ڕێنووس	ینووس,ڕینوو,ڕاینووس,ڕۆینووس,بینووس,ڕانووس,ڕۆنووس,ڕی نووس,ڕ ینووس,نووسین	0	0	0
ڕینوینی	ڕێنوێنی	وەڕینی,ڕینی	0	0	0
ڕەسن	ڕەسەن	نەسڕ,سەڕن,ڕەدن,ڕەسڵن,ڕەخسن,ڕەسەن,ڕەپن,ڕەتن,شەسن,ڕەشن,ڕەسڵ,ڕەقن,ڕەفن,هەسن,خەسن	0	0	1
زاخو	زاخۆ	زاخە,زاخاو,زاخۆ,زاوو	0	1	1
زانکو	زانکۆ	زانک,زوانک,زانوو,زانک و,مابانکو	0	0	0
زلیوە	زریوە	لیوە,زیوە,زیولە,زریوە,زلیلە,زلینە,زلەوە	0	0	1
زور	زۆر	زرو,خور,زر,زوهر,زوێر,زویر,زبر,تور,زول,زار,زۆر,زوو	0	0	1
زوربە	زۆربە	زۆربە,زوبەیرە	1	1	1
زێر	زێڕ	زرێ,زێت,خێر,زر,زێ,زێگر,زوێر,بێر,زبر,تێر,شێر,سێر,زێڕ,ژێر,ڤێر	0	0	1
زید	زێد	زی,زاید,زیاد,زیدا,زەید,دزی,یدز,زیپ,زیت,ڕید,زیخ,زین,زیم,زیک,زیگ	0	0	0
زیندو	زیندوو	زیندوو,زیندا,زینوو,زین دو	1	1	1
زیوین	زێوین	detected_correct	0	0	0
زەڕدەپەڕ	زەردەپەڕ	زەڕ دەپەڕ,زەردەسێپەڕێ	0	0	0
ژور	ژۆر	ژوور,تور,خور,ژول,ژار,ژێر,ژیر	0	0	0
ژیلەمو	ژیلەمۆ	ژیلەمۆ,ژیلە مو	1	1	1
ژیلەمۆو	ژیلەمۆ	ژیلەمۆە,ژیلەمۆ,ژیلەمۆوو,ژیلەمۆت,ژیلەمۆن,ژیلەمۆم,ژیلەمۆک,ژیلەمۆگ,ژیلەمۆا,ژیلەمۆێ,ژیلەمۆی,ژیلەمۆ و,زیلەمۆ	0	1	1
ساردوسر	ساردوسڕ	ساردوست,ساردوار,ساردوگر,ساردوەر,ساردو	0	0	0
ساوێلکە	ساویلکە	ساویلکە,سا وێلکە,گوێلکە	1	1	1
ستاو	شەتاو	تاو,وستا,ستار,سڵاو,ستال,ستان,کتاو,تاساو	0	0	0
سربستی	سەربەستی	بستی	0	0	0
سرماوەز	سەرماوەز	سەرماوەز,جەماوەر	1	1	1
سرودی‌مەن	سروودی‌مان		0	0	0
سرەتا	سەرەتا	سەرتا,سترەتا,سەرەتا,سارەت,سرشتا,کۆسرەتا,نوسرەتا	0	1	1
سو	سۆ	detected_correct	0	0	0
سورانی	سۆرانی	سیرانو,سەرانی,دورانی,سوانی,سوارانی,سوێرانی,سوورانی,تورانی,سترانی,سوراڤی,خورانی,سوراخی,لورانی,سولانی,سونانی	0	0	0
سوما	سۆما	سوام,سونا,سەما,دوما,سما,سوا,سوم,سومڕا,سومان,سومدا,سوپا,سوڕا,قوما,هوما,سوها	0	0	0
سووتو	سووتوو	سووتە,سووو,سووت,سووتاو,سووتوو,سووپو,سووتن,سووتم,سووتک,سووتا,سووتێ,سوووو,سووتی,سووت و,تووت	0	0	1
سوورەتو	سوورەتوو	سوورەت,سوورەتوو,سوورەوو,سوورەت و,توورەسوورە,سوورە	0	1	1
سۆخمە	سوخمە	سوخمە,سۆ خمە	1	1	1
سەپۆلاوی	شەپۆلاوی	سەپاوی	0	0	0
سەربەتم	سەربەتەم	سەربەم,سەربەستم,سەربڕەتم,سەرتبەم,شەربەتم,سەرڕەتم,سەربەزم,بەربەستم,سەربەسەر	0	0	0
سەربەخو	سەربەخۆ	سەربخەو,سەربەخش,سەربەخۆ,سەربەسەر	0	1	1
سەرکوتنە	سەرکەوتن	detected_correct	0	0	0
سەرماوە	سەرماوەز	detected_correct	0	0	0
سەرماەوز	سەرماوەز	سەرماوەز,سەرمگەوز,سەرپەرما	1	1	1
سەروک	سەرۆک	detected_correct	0	0	0
سەڕەڕای	سەرەڕای	سەڕە ڕای,سامەڕای	0	0	0
شاروچکە	شارۆچکە	شارۆچکە,شاراوەکە	1	1	1
شتاو	شەتاو	تشوا,شوات,تاو,شتا,شەتاو,شتار,شتان,کتاو,شتوو,شتا و,ش تاو	0	0	1
شلیرە	شلێرە	شلێرە,لیرە,شیرە,شیرلە,شلیلە,شلینە,شلیکە,ش لیرە	1	1	1
شنا	شنە	detected_correct	0	0	0
شورەبی	شۆڕەبی	سوورەبی	0	0	0
