word	corrected_gold	system_suggestions	in_1	in_3	in_above_3
نیستمانی	نیشتمانی	detected_correct	0	0	0
سوربوون	سووربوون	detected_correct	0	0	0
ئەجندای	ئەجێندای	detected_correct	0	0	0
ڕاستیەکانی	ڕاستییەکانی	detected_correct	0	0	0
شوفێرەکەی	شۆفێرەکەی	detected_correct	0	0	0
ئاڵمانی	ئەڵمانی	detected_correct	0	0	0
بەڕێوەچو	بەڕێوەچوو	detected_correct	0	0	0
خویندکاری	خوێندکاری	detected_correct	0	0	0
ناشرینترین	ناشیرینترین	detected_correct	0	0	0
ئاشقی	عاشقی	ئاشتی,عاشقی,ئاشی,ئەشقی,ئاشلی,ئاشقە,ئیشقی,ئاشقم,ئاشقەی,ئاستی	0	1	1
ئەمریکاییە	ئەمریکییە	ئەمریکایە,ئەمریکایی,ئەمریکییە,ئەمەریکاییە,ئەمریکای,ئەمریکاوە,ئەمەریکایی,ئەمریکایان,ئەمریکایه,ئەمریکیە	0	1	1
بتڵ	بوتڵ	detected_correct	0	0	0
پشێویان	پشێوییان	detected_correct	0	0	0
تەکنەلۆژییەکان	تەکنۆلۆژییەکان	detected_correct	0	0	0
دەستپێشخەریەکی	دەستپێشخەرییەکی	detected_correct	0	0	0
ناوخۆییانەی	ناوخۆیییانەی	detected_correct	0	0	0
بونیاتنانی	بنیاتنانی	detected_correct	0	0	0
پڕۆژەیەکن	پرۆژەیەکن	پڕۆژەیەکی,پڕۆژەیەک,پڕۆژەیەکە,پڕۆژەیەکم,پرۆژەیەکن,پڕۆژەیەن,پڕۆژەیە,پرۆژەیەکی,پڕۆژەیەی,پڕۆژەیەدا	0	0	1
جوڵاوە	جووڵاوە	detected_correct	0	0	0
ماساج	مەساج	مەساج,ماساژ,یاسای,یاسا,مانای,ئاسان,یاساو,مانا,ماسی,مادام	1	1	1
محەویلەیەک	محاویلەیەک	محەویلەی,محاویلەیەکی,مەسەلەیەک,وەسیلەیەک,مێروولەیەک,محاویلەی,مێشوولەیەک,موەلیدەیەک,مەکینەیەک,مێرولەیەک	0	0	0
هەڵوەشێننەوە	هەڵبوەشێننەوە	detected_correct	0	0	0
وربینی	وردبینی	وردبینی,دوربینی,وربانی,قوربانی,بینی,تێبینی,دەبینی,برینی,نەبینی,ببینی	1	1	1
بگۆریت	بگۆڕیت	detected_correct	0	0	0
بنەتۆوی	بنەتۆی	detected_correct	0	0	0
خراوەنەتە	خراونەتە	detected_correct	0	0	0
دادات	دەدات	detected_correct	0	0	0
دورودرێژە	دوورودرێژە	detected_correct	0	0	0
ڕاگەیەند	ڕاگەیاند	detected_correct	0	0	0
ڕێکەوتننامەکە	ڕێککەوتننامەکە	detected_correct	0	0	0
زهنیەتی	زیهنیەتی	detected_correct	0	0	0
شارباژێری	شارباژێڕی	detected_correct	0	0	0
قەرەچووخ	قەرەچووغ	قەرەچوخ,قەرەچووغ,قەرەبووی,قەرەبوو,قەرەچوغ,قەرەبووە,قەرەقووش,قەرەچوغی,قەرەبووش,قەرەبوو،	0	1	1
کادرانە	کادیرانە	detected_correct	0	0	0
مشیر	موشیر	detected_correct	0	0	0
موچانەیان	مووچانەیان	متمانەیان,وانەیان,موچەکەیان,ناوچانەیان,موچەیان,مافانەیان,جوانەیان,دوانەیان,گومانەیان,وچانیان	0	0	0
مودەریس	مودەڕیس	detected_correct	0	0	0
ناسەقامگیریە	ناسەقامگیرییە	ناسەقامگیری,ناسەقامگیریی,ناسەقامگیرە,ناسەقامگیرییە,ناسەقامگیر,ناسەقامگیرییەی,سەقامگیریە,ناسەقامگیرەی,ناسەقامگیردا,سەقامگیری	0	0	1
نیشتیمانەکەمان	نیشتمانەکەمان	detected_correct	0	0	0
وەرگێڕدراوەتە	وەرگێڕراوەتە	detected_correct	0	0	0
ئامادەکاریەکی	ئامادەکارییەکی	detected_correct	0	0	0
ئەنشتاین	ئەنیشتاین	detected_correct	0	0	0
بنەڕەتیەکان	بنەڕەتییەکان	detected_correct	0	0	0
پیشمەرگەش	پێشمەرگەش	detected_correct	0	0	0
تایبە	تایبەت	detected_correct	0	0	0
توتنی	تووتنی	detected_correct	0	0	0
تێبینیە	تێبینییە	detected_correct	0	0	0
دورگەیەکی	دوورگەیەکی	detected_correct	0	0	0
دەریاییانەی	دەریایییانەی	داراییانەی,بەراییانەی,دەرەکییانەی,دەرگایانەی,دەریاییەکەی,دەریاوانی,سەربازییانەی,دەزگایانەی,دەرمانانەی,دواییانەی	0	0	0
سروشتیەی	سروشتییەی	detected_correct	0	0	0
سەرۆکایەتیە	سەرۆکایەتییە	detected_correct	0	0	0
سەمونخانەیەکی	سەموونخانەیەکی	سەمونخانەیەک,نەخۆشخانەیەکی,بەندیخانەیەکی,مانگانەیەکی,گرتووخانەیەکی,قەسابخانەیەکی,بەنزینخانەیەکی,قاوەخانەیەکی,دەرمانخانەیەک,بەنزیخانەیەکی	0	0	0
کردونی	کردوونی	detected_correct	0	0	0
کۆبوونەویەکی	کۆبوونەوەیەکی	detected_correct	0	0	0
کۆلێجانە	کۆلێژانە	کۆلێژانە,کەلێنانە,کۆلێژانەی,کۆلانە,کۆلێجە,کێشانە,کوێرانە,کۆڵانە,کۆلێرا,کتێبانە	1	1	1
کۆنتڕۆڵیان	کۆنترۆڵیان	detected_correct	0	0	0
لێکتێگەشتن	لێکتێگەیشتن	detected_correct	0	0	0
مێرمنداڵەکەی	مێردمنداڵەکەی	مێرمنداڵێکی,مێردمنداڵەکە,منداڵەکەی,مێرمنداڵانی,مێردمنداڵێکی,مێرمنداڵی,مێرمنداڵێک,بەمنداڵەکەی,مێرمنداڵە,مێردمنداڵەکه	0	0	0
نوێنەرایەتیە	نوێنەرایەتییە	detected_correct	0	0	0
هاواڵێکی	هەواڵێکی	هەواڵێکی,هاوارێکی,هاوەڵێکی,هەوڵێکی,تاوانێکی,هاوارێک,هەواڵێک,ئاوازێکی,هاوکارێکی,هەڤاڵێکی	1	1	1
وەستێندرا	وەستێنرا	detected_correct	0	0	0
یاخیانی	یاخییانی	یاخیانە,یاریزانی,شایانی,حاجیانی,یارانی,یابانی,بازیانی,یادیان,داخرانی,یاریان	0	0	0
ئینتەرپۆڵ	ئینتەرپۆل	ئینتەرپۆل,ئینتەرپول,ئەنتەرپۆل,ئینتەرنێت,ئینتەر,ئینتەرنیت,ئیستەنبۆڵ,ئینتەرێت,ئینتەری,کۆنترۆڵ	1	1	1
باروڕۆخی	بارودۆخی	بارودۆخی,بارودۆخە,بارودۆخەی,بارودۆخ,باردۆخی,باروودۆخی,بارودۆخه,بارودوخی,بارودۆخى,"بارودۆخی	1	1	1
بوبێتنە	بووبێتنە	بوبێتە,بوبێتن,بووبێتنە,چوبێتنە,ببێتە,بوبێت,بووبێتە,بووبێتن,بوبێتەوە,بابێینە	0	1	1
بوزانیشر	بوزانشیر	بوزانی,بزانین,بزانیت,بزانیین,بارزانیش,زانیار,گومانیش,جوانیش,خێزانیش,بوونیش	0	0	0
بیکەیەن	بیکەین	بیکەین,بکەیەن,بیکەیە,بکەین,دیکەیان,دیکەیە,بیکەن,بیکەنە,بیکەینە,بنکەیە	1	1	1
بەڕیزان	بەڕێزان	detected_correct	0	0	0
پرۆژی	پرۆژەی	detected_correct	0	0	0
پڕۆژەکەن	پرۆژەکەن	detected_correct	0	0	0
پیاوماقوڵان	پیاوماقووڵان	detected_correct	0	0	0
تایبەتیشیەوە	تایبەتیشییەوە	تایبەتییەوە,تایبەتیشەوە,تایبەتیەوە,تایبەتییەکە,تایبەتەوە,تایبەتییە,تایبەتیشی,تایبەتییەکەی,بابەتییەوە,تایبەتییەی	0	0	0
تیرۆرستییەی	تیرۆریستییەی	detected_correct	0	0	0
جارەسەری	چارەسەری	detected_correct	0	0	0
جوڵاوەتەوە	جووڵاوەتەوە	جووڵاوەتەوە,جوڵاونەتەوە,تواوەتەوە,کوژاوەتەوە,بوژاوەتەوە,خولاوەتەوە,سوڕاوەتەوە,ماوەتەوە,کراوەتەوە,بووەتەوە	1	1	1
جەماوەی	جەماوەری	detected_correct	0	0	0
چاکبونەوەی	چاکبوونەوەی	detected_correct	0	0	0
چەکداریەکە	چەکدارییەکە	چەکدارەکە,چەکداریەوە,چەکداریەکەی,چەکدارییەکە,چەکدارەکەی,چەکدارییە,چەکدارەوە,چەکدارییەوە,چەکدارەکه,چەکدارییەکەی	0	0	1
حکومەییەکاندا	حکومییەکاندا	حکومییەکاندا,حکومیەکاندا,حکومەتەکاندا,حکوومییەکاندا,کوردییەکاندا,حکومییەکان,حکومییەکانی,ناوچەییەکاندا,حکومییەکانیش,کورسییەکاندا	1	1	1
داب‌ونەریتی	دابونەریتی	دابونەریتی,دابوونەریتی,دابونەریت,دابونەریتە,دابوونەریتە,دابوونەریت,دابونەریتیش,دابونەرێتی,دابونەریتێکی,لەدابونەریتی	1	1	1
دوکانەکەیدا	دووکانەکەیدا	detected_correct	0	0	0
دۆزێنەوەی	دۆزینەوەی	detected_correct	0	0	0
دێرزوور	دێرەزوور	دێرزۆر,دێرەزور,دوور,دەستوور,دەرچووە,دەرچوو,دەرچوون,دەرچووی,شارەزوور,فێربوون	0	0	0
دەچووی	دەرچووی	detected_correct	0	0	0
دەردەجێت	دەردەچێت	دەردەچێت,دەردەخات,دەردەکات,دەردەبڕێت,دەردەکرێت,دەرنەچێت,دەردەچێت،,هەردەبێت,دەردەخست,دەردەبرێت	1	1	1
دەگێرێتەوە	دەگێڕێتەوە	detected_correct	0	0	0
دەنووسێ	دەنووسێت	detected_correct	0	0	0
ڕِابردوو	ڕابردوو	detected_correct	0	0	0
ڕابوەستێ	ڕابوەستێت	ڕابوەستێت,ڕابوەستن,ڕابوەستە,ڕابوەستم,ڕابوەستی,بوەستێ,ڕاوەستا,ناوەستێ,ڕابوەستین,ڕادەوەستێ	1	1	1
ڕحیمە	ڕەحیمە	ڕژیمە,ڕحیم,ڕحمە,ڕەحیمە,ڕحیمی,ڕحْمە,حەمە,ڕژێمە,ڕەحیم,ئیمە	0	0	1
ڕوبارە	ڕووبارە	detected_correct	0	0	0
ڕوونکردنەویەکی	ڕوونکردنەوەیەکی	ڕوونکردنەوەیەکی,ڕوونکردنەوەی,ڕوونکردنەوەیەک,ڕوونکردنەوەکەی,ڕونکردنەوەیەکی,ڕوونکردنەوەکە,ڕوونکردنەوەیەی,ڕوونکردنەوەیەکە,ڕوونکردنەوەکه,ڕونکردنەوەیەک	1	1	1
سپلێتی	سپلیتی	سپێتی,پلێتی,سپلێت,سپلیتی,سۆڤێتی,سپۆرتی,پلیتی,سپلیت,سالێکی,پڕێتی	0	0	1
سپۆڕتی	سپۆرتی	سپۆرتی,پۆستی,پسپۆڕی,ڕاپۆڕتی,سپۆرت,پسپۆڕیی,سپێتی,پسپۆڕەی,پاڕتی,سەپۆرتی	1	1	1
سویدییەکان	سوێدییەکان	detected_correct	0	0	0
سەرپێیچی	سەرپێچی	سەرپێچی,سەرپێیی,سەرپیچی,سەرپێی,سەرپێچیی,سەرپێڵی,سەرپێچیە,سەرجێیی,سەرپێییە,سەرپێچیش	1	1	1
شوڕشی	شۆڕشی	detected_correct	0	0	0
فرۆشگەکانی	فرۆشگاکانی	detected_correct	0	0	0
فەرمانیەران	فەرمانبەران	فەرمانبەران,فەرمانبەرانی,فەرمانگەکان,فەرمانیان,فەرمانبەرانە,فەرمانبەرن,فەرمانەکان,فەرماندەکان,فەرمانبەرانه,فەرمانبەریان	1	1	1
کاردینال	کاردیناڵ	detected_correct	0	0	0
کاڕگێڕییەکان	کارگێڕییەکان	کارگێڕییەکان,کارگێڕییەکانی,کارگێرییەکان,شۆڕشگێڕییەکان,کارگێڕییەکی,کارگێڕییەکەی,کارگێڕیەکانی,کارگێریەکان,کارگێڕییان,کارگەرییەکان	1	1	1
کۆبونەوەکەشی	کۆبوونەوەکەشی	کۆبونەوەکەی,کۆبونەوەکەش,کۆبوونەوەکەشی,کۆبوونەوەکەی,کۆبونەوەکە,کۆبونەوەکانی,کۆبونەوەکەدا,کۆبوونەوەکەش,کۆبونەوەیەکی,کۆبونەوەیەی	0	1	1
کۆبونەوەماندا	کۆبوونەوەماندا	کۆبونەوەکاندا,کۆبوونەوەماندا,کۆبونەوەیاندا,کۆبوونەوەکاندا,کۆبونەوەمان,کۆبوونەوەیاندا,کۆبونەوەکانیدا,کۆبونەوەکانی,کۆبونەوەکەدا,کۆبونەوەیەدا	0	1	1
کۆنفراسەکە	کۆنفرانسەکە	detected_correct	0	0	0
کێبرکێیەکی	کێبڕکێیەکی	detected_correct	0	0	0
کەشناسیەوە	کەشناسییەوە	کەشناسی,کێشایەوە,کشایەوە,کەناڵەوە,نەناسیوە,بەشانازیەوە,کەشناسیی,گەشایەوە,دەناسنەوە,کەنارەوە	0	0	0
کەلەپور	کەلەپوور	detected_correct	0	0	0
گرتونی	گرتوونی	گرتنی,گرتووی,گرتون,گرتوونی,گرتوی,گروپی,گرتووە,گرووپی,گرتن,گرتوە	0	0	1
گۆرینەوەیە	گۆڕینەوەیە	گۆرینەوەی,گۆڕینەوەیە,گۆڕینەوەی,دۆزینەوەیە,گەرانەوەیە,گۆرِینەوەی,گۆرینەوە,شۆرینەوەی,گێرانەوەیە,گۆڕانەوەیە	0	1	1
گەڕەکیکی	گەڕەکێکی	گەڕەکێکی,گەڕەکی,گەڕەکێک,گەرەکێکی,گەڕەکەکە,گەڕەکەکەی,گەڕەکەی,گەڕەکانی,گەڕەکێـکی,گەڕەکەکه	1	1	1
گەشتوون	گەیشتوون	detected_correct	0	0	0
ماتۆرەکەیدا	ماتۆڕەکەیدا	وتارەکەیدا,ماڵەکەیدا,ڕاپۆرتەکەیدا,کارەکەیدا,گوتارەکەیدا,شارەکەیدا,ووتارەکەیدا,ماتۆڕەکەی,شارەکەدا,وڵاتەکەیدا	0	0	0
ماکلوم	ماکلۆم	ماوم,مەعلوم,مالم,ماکسیم,مەزلوم,ناکەوم,ماندوم,مالومە,محکوم,مەکتوم	0	0	0
مامۆستیانیش	مامۆستایانیش	مامۆستایانیش,مامۆستیانی,مامۆستایانی,مامۆستاکانیش,مامۆستیان,مامۆستایانیشی,مامۆستایانەش,مامۆستایش,مامۆستانی,مامۆستای	1	1	1
ماییەی	مایەی	detected_correct	0	0	0
مناڵبوونی	منداڵبوونی	مناڵبوون,منداڵبوونی,زاڵبوونی,منداڵبوون,منداڵبونی,قاڵبوونی,منداڵبوونە,مناڵبووندا,نەبوونی,زیادبوونی	0	1	1
میلەتەکەمانە	میللەتەکەمانە	میلەتەکەمان,میللەتەکەمانە,میللەتەکەمان,میللەتەکەمانی,میلەتەکەیان,میللەتەکەمانن,میللەتەکەمانەو,میللەتەکەمان،,میللەتەکەیان,میللەتەکەماندا	0	1	1
مەلەوانیەوە	مەلەوانییەوە	مەلەوانگەیە,مەلەوانگەکە,مەلەوانی,لەوانەوە,مەدەنیەوە,مەلەوانگە,مەلەوانگەی,مەلاکانەوە,زمانەوانیەوە,نەیتوانیەوە	0	0	0
نوسراوەتەوە	نووسراوەتەوە	detected_correct	0	0	0
وتارەکەم	گوتارەکەم	detected_correct	0	0	0
وتنە	گوتنە	detected_correct	0	0	0
ورەگرتووە	وەرگرتووە	وەگرتووە,وەرگرتووە,وەرنەگرتووە,نەگرتووە,وەریگرتووە,وەرمگرتووە,وێنەگرتووە,وەگرتووه,وەرتگرتووە,گرتووە	0	1	1
ویستگەکە	وێستگەکە	وێستگەکە,لیستەکە,سیستمەکە,وێستگەیە,ویستگەی,وێستگەکه,ویستگە,وێستگەکەی,ویستەکەی,ویستێکە	1	1	1
وەردەگێڕدرێتە	وەردەگێڕرێتە	detected_correct	0	0	0
وەرزیە	وەرزییە	detected_correct	0	0	0
ئالێکس	ئەلێکس	detected_correct	0	0	0
ئامۆژگاریەکی	ئامۆژگارییەکی	detected_correct	0	0	0
ئۆتومبێلەکەی	ئۆتۆمبێلەکەی	ئۆتۆمبێلەکەی,ئوتومبێلەکەی,ئۆتۆمبێلەکە,ئۆتۆمبیلەکەی,ئۆتۆمبێلەکەم,ئۆتۆمبێلەکەش,ئۆتۆمبێلەکەت,ئۆتۆمۆبێلەکەی,ئوتومبیلەکەی,ئوتۆمبێلەکەی	1	1	1
ئینتیزامیی	ئینتزامیی	ئیلتیزامی,ئینتزامی,ئینتزامی",ئینتیقالیی,ئینتیمایی,ئینتیزاری,ئینتیمای,ئینتیقالی,ئیلتیزام,ئینتیدابی	0	0	0
