word	corrected_gold	system_suggestions	in_1	in_3	in_above_3
کوردیەکەو	کوردییەکە و	کوردیەکەی,کوردیەکە,کوردیەکان,کوردیەوە,کوردییەکەی,کورسیەکەی,کوردییەکە,کوردەکە,کوردەکەی,کورسیەکە	0	0	0
گرەنتییەوەو	گەرەنتییەوە و	گرنگییەوە,گرەنتییەک,گرەنتییە,گرەنتییەکی,گەنجییەوە,گرانییەوە,گرینگییەوە,گشتییەوە,گرنگییەکەی,فەرەنسییەوە	0	0	0
گەشتیەوان	کەشتیوان	گەشتیاران,گشتیەکان,گەشتەکان,گەشتیان,کەشتیەکان,کەشتیوان,گەشتەمان,گەشتەیان,گشتییەکان,پشتیوان	0	0	1
لەبودجەو	لە بودجە و	لەبودجەی,لەبودجە,بەبودجەو,بودجەو,بەبودجەی,لەبودجەدا,کەبودجەی,بەبودجە,کەبودجە,بەبودجەوە	0	0	0
لەپڕۆژەکاندا	لە پرۆژەکاندا	detected_correct	0	0	0
لەڕۆژئاواو	لە ڕۆژئاوا و	detected_correct	0	0	0
لەومەبەر	لەمەوبەر	لەمەبەر,لەوەبەر,لەمەوبەر,لەوەوبەر,لەوبەر,لەمبەر,دەورەبەر,لەبەر,دەستەبەر,لەوەتەی	0	1	1
نوێبکرێتەوەو	نوێ بکرێتەوە و	نوێبکرێتەوە,نوێبکاتەوەو,لێبکرێتەوەو,بکرێتەوەو,لێبکرێتەوە,نوێکردنەوەو,کەمبکرێتەوەو,کۆبکرێتەوەو,جیابکرێتەوەو,نوێبکاتەوە	0	0	0
هەنێکجار	هەندێک جار	هەندێکجار,هەندێجار,گەلێکجار,هێندێکجار,هەنێکیان,هەندێکجاری,هەندێکیان,یەکجار,هەنار,هەندێکجاریش	0	0	0
ئالوڤێرا	ئەلۆڤێرا	ئۆلیڤێرا,ئاودێری,ئاودێر,ئاهورا,ئالوگۆری,الوزرا,ئالوگۆر,ئالبێرت,ئاڵووێری,ئۆلیڤێر	0	0	0
ئایدۆلۆجیا	ئایدیۆلۆژیا	detected_correct	0	0	0
بینایەکەدا	بیناکەدا	بینایەکدا,بیناکەدا,بینایەدا,بینایەکە,دیدارەکەدا,بینایەکی,بەرنامەکەدا,نامەکەدا,بەلایەکدا,چینایەتیدا	0	1	1
بەدەرناکەوێت	بە دەر ناکەوێت	دەرناکەوێت,بەدەردەکەوێت,بەرناکەوێت,بەدەرکەوێت,دەرناکەویت,دەرنەکەوێت,بەدەرکەوت,سەرناکەوێت,بەرنەکەوێت,بەدەردەکەوێ	0	0	0
بەرزتربێت	بەرزتر ببێت	detected_correct	0	0	0
بەرزرکردوەتەوە	بەرز کردووەتەوە	بەرزکردوەتەوە,بەرزکراوەتەوە,بەرزکردووەتەوە,بەرزکردۆتەوە,بەرزکراونەتەوە,بەرزکراوەتەوەو,بەرزکراوەتەوە،,بەرزیکردۆتەوە,بەرزکراوەتەوه,بەرزکردووەتەوەو	0	0	0
بەیەکێتیە	بە یەکێتییە	بەیەکێتی,بەیەکێتیی,بەیەکێتیش,بەیەکێتییە,لەیەکێتی,یەکێتیە,کەیەکێتی,لەیەکێتیی,کەیەکێتیی,بەیەکێکی	0	0	0
پارێزگاردانیشێت	پارێزگار دابنیشێت	پارێزگارانی,پارێزگاکانیش,پارێزگاکانیشدا,پارێزگارەکانیش,پارێزگاکانی,پارێزگاران,پارێزگاریان,پارێزگاریش,پارێزگاکانیان,پارێزگارەکانی	0	0	0
پرانسیبی	پرەنسیپی	پرەنسیبی,پرنسیبی,پرانسیپی,پرنسیپی,پرەنسیپی,پرینسیپی,پرانسیپە,پرانسیپ,پرەنسیبە,پرەنسیب	0	0	1
پێدەوت	پێ دەگوت	detected_correct	0	0	0
جێبەجیبکەین	جێبەجێ بکەین	جێبەجێبکەین,جێبەجێبکەن,جێبەجێیبکەن,جێبەجێبکرێن,جێبەجێدەکەین,جێبەجێبکەم,بەدیبکەین,جێبەجێکردن,جێبەجێبکرێت,جێبەجێبکات	0	0	0
دابەشمانکردون	دابەشمان کردوون	دابەشکردن,دابەشکراون,دابەشکردوە,داوامانکردوە,داواشمانکردووە,دابینکردون,داوامانکردوه,دابەشکردوون,دابەشنەکراون,دابەشیکردوون	0	0	0
دروستکرابو	دروست کرابوو	detected_correct	0	0	0
دوریەوە	دوورییەوە	دوایەوە,دورەوە,دووریەوە,دوریشەوە,سوریەوە,دەرەوە,کوردەوە,دایەوە,سوریاوە,دوورەوە	0	0	0
دوڕۆژی	دوو ڕۆژی	دواڕۆژی,دووڕۆژی,وڕۆژی,ڕۆژی,لەڕۆژی,دواڕۆژ,کەڕۆژی,دوارۆژی,بەڕۆژی,دەڕۆی	0	0	0
دیارنامێنێ	دیار نامێنێت	دیارنامێنێت,دیارنەمانی,دیارنەمان,دیاردانە,دیاریان,دانانێن,بەرنامێن,دیاریمان,دیارنین,دیارنەبێت	0	0	0
ڕوناکیەی	ڕووناکییەی	ڕوناکیی,ڕوناکیە,ڕوناکیەکی,ڕوناکیەک,ڕوناکی,ڕووناکیی,ڕووناکیشی,ڕووناکیە,ڕوناکبیری,ڕووناکیەى	0	0	0
ژەنرال	ژەنەراڵ	detected_correct	0	0	0
عەڕەشەوە	عەرشەوە	هەڕەشەوە,هەڕەشەو,هەڕەشەیە,ڕەشەوە,عەرەبەوە,بەوەشەوە,ئەوەشەوە,ئەمەشەوە,هەڕەشەو[,بەمەشەوە	0	0	0
قامیسلۆ	قامشلۆ	قامیشلۆ,قامیشلو,قامیشلی,قامشلۆ,قامیشلۆی,قامیشلۆ،,قامیشلۆش,کامیل,قابیلی,قایل	0	0	1
کۆبونەوەی‌دا	کۆبوونەوەیدا	کۆبونەوەیەدا,کۆبونەوەیدا,کۆبوونەوەیەدا,کۆبونەوەکەدا,کۆبونەوەیەکدا,کۆبوونەوەیدا,کۆبونەوەدا,کۆبونەوەیەدا،,کۆبونەوەیاندا,کۆبونەوەیەشدا	0	0	1
لەجنێوو	لە جنێو و	لەنێوو,لەنێو,جنێوو,لەجنێف,لەجنێڤ,لەنێوی,لەناوو,لەنێون,بەجنێو,لەنێوە	0	0	0
لەسەربکرێ	لەسەر بکرێت	detected_correct	0	0	0
لەئۆپەراسیونەکەدا	لە ئۆپەراسیۆنەکەدا	ئۆپەراسیۆنەکەدا,لەمەراسیمەکەدا,ئۆپەراسیۆنەکە,ئۆپەراسیۆنەکەی,ئۆپەراسیۆنەدا,لەئۆپەراسیۆنێکی,ئۆپەراسیۆنەکانی,لەگۆڕەپانەکەدا,ئۆپەراسیۆنەکان,لەخۆپیشاندانەکەدا	0	0	0
ملیدانەی	موەلیدانەی	مەیدانەی,میانەی,مەیدانی,ئیدانەی,ماددانەی,مەیدانە,مەیدانیی,ململانەی,لیدانی,ملدانی	0	0	0
میسڕیەی	میسرییەی	میسڕی,میسریی,میسریە,میسریشی,میوەیەی,پیسییەی,میسییە,مەسەلەی,مایەی,میانەی	0	0	0
وابریاریشە	وا بڕیاریشە	وابڕیاریشە,بریاریشە,وابریارە,وادیاریشە,بڕیاریشە,وابڕیارە,وابریاره,بریاریش,بریاریشه,خوازیاریشە	0	0	0
وونبونیشی	ونبوونیشی	ڕوونیشی,بوونیشی,ونبونی,قوربانیشی,بونیشی,وونبوونی,چوونیشی,توندوتیژی,قوربانیی,گووتیشی	0	0	0
یەکشەم	یەکشەممە	detected_correct	0	0	0
ئاشکربوو	ئاشکرا بوو	ئاشکرابوو,ئاشکراو,ئاشکرابووە,باشتربوو,ئاشکرابوون,ئاشکراوە,ئاشنابوو,ئاشکرابووه,ئاشکرابو,ئاشکرابون	0	0	0
ئاڵوەدە	ئالوودە	ئاڵوودە,ئاڵودە,ئاسوودە,ئاوەکە,ئاسودە,ئاوەوە,ئالودە,ئالوودە,ئاڵوودەی,ئاڵودەی	0	0	1
ئەشڵێ	دەشڵێت	ئەڵێ,ئەشێ,ئەشکێ,ئەیڵێ,ئەڵڵا,بەڵێ,ئەبێ,دەشڵێت,ئەوێ,ئەرێ	0	0	1
تەنها	تەنیا	detected_correct	0	0	0
بەڕێوبەرایەتی	بەڕێوەبەرایەتی	detected_correct	0	0	0
مادەی	ماددەی	detected_correct	0	0	0
دوێنی	دوێنێ	detected_correct	0	0	0
قائیمقامی	قایمقامی	detected_correct	0	0	0
چاوەڕواندەکرێت	چاوەڕوان دەکرێت	detected_correct	0	0	0
جێبەجێبکرێت	جێبەجێ بکرێت	detected_correct	0	0	0
سندوقەکانی	سندووقەکانی	detected_correct	0	0	0
ئۆتۆمبیل	ئۆتۆمبێل	detected_correct	0	0	0
قۆناغەدا	قۆناخەدا	detected_correct	0	0	0
ئەستەنبوڵ	ئیستەنبوڵ	detected_correct	0	0	0
گەیشتونەتە	گەیشتوونەتە	detected_correct	0	0	0
زانیاریە	زانیارییە	detected_correct	0	0	0
هاتونەتە	هاتوونەتە	detected_correct	0	0	0
پێکبهێنن	پێک بهێنن	detected_correct	0	0	0
ڕێکخست	ڕێک خست	detected_correct	0	0	0
خوێندنگا	خوێندنگە	detected_correct	0	0	0
کەمەو	کەمە و	detected_correct	0	0	0
بخاتەڕوو	بخاتە ڕوو	detected_correct	0	0	0
سە	سەر	detected_correct	0	0	0
دوابڕیار	دوا بڕیار	detected_correct	0	0	0
ئەژماری	هەژماری	detected_correct	0	0	0
دنیای	دونیای	detected_correct	0	0	0
لەئەندامانی	لە ئەندامانی	detected_correct	0	0	0
برە	بڕە	detected_correct	0	0	0
بنەبڕکردنی	بنبڕکردنی	detected_correct	0	0	0
گەیشتووەو	گەیشتووە و	detected_correct	0	0	0
موسوڵمانان	موسڵمانان	detected_correct	0	0	0
دێتەدەنگ	دێتە دەنگ	بێتەدەنگ,دێتەدەر,بێنەدەنگ,دێتەدەرێ,هاتەدەنگ,دەدەن,بێدەنگ,دێتەوە,دەدەنە,بەدەنگ	0	0	0
فەیسبوکی	فەیسبووکی	detected_correct	0	0	0
داواکاریەکەی	داواکارییەکەی	detected_correct	0	0	0
هندی	هیندی	detected_correct	0	0	0
هەمویان	هەموویان	detected_correct	0	0	0
ناڕەزایەتیەکان	ناڕەزایەتییەکان	detected_correct	0	0	0
تێکداوە	تێک داوە	detected_correct	0	0	0
داندراوە	دانراوە	detected_correct	0	0	0
هاتوچۆکردن	هاتووچۆکردن	detected_correct	0	0	0
تایبەتمەندیەکی	تایبەتمەندییەکی	detected_correct	0	0	0
فرۆکەکانی	فڕۆکەکانی	detected_correct	0	0	0
ئەنجومەنەکەیان	ئەنجوومەنەکەیان	detected_correct	0	0	0
ڕاکێشە	ڕابکێشە	detected_correct	0	0	0
بدۆزنەوەو	بدۆزنەوە و	detected_correct	0	0	0
یاساییەکەی	یاسایییەکەی	detected_correct	0	0	0
ببورن	ببوورن	detected_correct	0	0	0
بەهێزەو	بەهێزە و	detected_correct	0	0	0
تۆڕەکۆمەڵایەتییەکان	تۆڕە کۆمەڵایەتییەکان	detected_correct	0	0	0
ڕاوێژکارو	ڕاوێژکار و	detected_correct	0	0	0
سازکردووە	ساز کردووە	detected_correct	0	0	0
لێبگرێت	لێ بگرێت	detected_correct	0	0	0
ئاشکراشیدەکات	ئاشکراشی دەکات	detected_correct	0	0	0
چاوەڕێدەکرێت	چاوەڕێ دەکرێت	detected_correct	0	0	0
داگیرکردووە	داگیر کردووە	detected_correct	0	0	0
لەفەرمانگەکان	لە فەرمانگەکان	detected_correct	0	0	0
ئەمنیان	ئەمنییان	detected_correct	0	0	0
عیراقیشی	عێراقیشی	عێراقیشی,عیراقیش,عیراقیشە,عیراقیی,عیراقیەی,عیراقیکی,عێراقیش,عیراقی,عیراقیە,عێراقیی	1	1	1
بنێرێ	بنێرێت	detected_correct	0	0	0
بەخانەنشینان	بە خانەنشینان	خانەنشینان,بەخانەنشینی,خانەنشینیان,خانەنشینانی,خانەنشینن,بەگوندنشینان,خانەنشیان,خانەنشینانە,لەخانەنشینی,خانەنیشینان	0	0	0
جەختکرایەوە	جەخت کرایەوە	detected_correct	0	0	0
ڕازیە	ڕازییە	detected_correct	0	0	0
فۆڕمانە	فۆرمانە	detected_correct	0	0	0
لوسی	لووسی	detected_correct	0	0	0
ئەنجومەنیش	ئەنجوومەنیش	detected_correct	0	0	0
بڕیاڕیاندا	بڕیاریاندا	بڕیاریاندا,بڕیارماندا,بڕیارداندا,بریاریاندا,بەیانیاندا,بڕیارەیاندا,بڕیاریدا,بڕیاریان,بڕیارەماندا,بڕیاریانداوە	1	1	1
سونەکان	سوننەکان	detected_correct	0	0	0
کونسڵی	کونسوڵی	detected_correct	0	0	0
لەگەندەڵی	لە گەندەڵی	detected_correct	0	0	0
نیستمانی	نیشتمانی	detected_correct	0	0	0
تێدانەبێت	تێدا نەبێت	detected_correct	0	0	0
سوربوون	سووربوون	detected_correct	0	0	0
گەریلاو	گەریلا و	detected_correct	0	0	0
گەشتوگوزارو	گەشتوگوزار و	detected_correct	0	0	0
ئەجندای	ئەجێندای	detected_correct	0	0	0
بەدزی	بە دزی	detected_correct	0	0	0
بەزیادەوە	بە زیادەوە	detected_correct	0	0	0
چڕدەکرێنەوە	چڕ دەکرێنەوە	پڕدەکرێنەوە,دەکرێنەوە,کۆدەکرێنەوە,پڕدەکرێتەوە,چڕدەکەنەوە,چڕبکرێنەوە,چڕدەکەینەوە,دەکرێتەوە,کۆدەکرێتەوە,دەکرێنەوه	0	0	0
ڕاستیەکانی	ڕاستییەکانی	detected_correct	0	0	0
شوفێرەکەی	شۆفێرەکەی	detected_correct	0	0	0
ئاڵمانی	ئەڵمانی	detected_correct	0	0	0
ئامادەدەکرێن	ئامادە دەکرێن	detected_correct	0	0	0
ئەنجامیداون	ئەنجامی داون	detected_correct	0	0	0
بەڕێوەچو	بەڕێوەچوو	detected_correct	0	0	0
پێبکە	پێ بکە	detected_correct	0	0	0
پێگەیشتبێت	پێ گەیشتبێت	detected_correct	0	0	0
خویندکاری	خوێندکاری	detected_correct	0	0	0
دووگیانەو	دووگیانە و	دووگیانە,دووگیانەوە,دووگیان,دووگیانی,دووگیانیی,دووگیانن,دووگیاندا,دووگیانەکە,دووگیانه,دووگیانیش	0	0	0
سەربازییەو	سەربازییە و	سەربازییەوە,سەربازییە,سەربازییەی,سەربازییەوه,سەربازییەو[,سەربازییەش,سەربازیی,سەربازییان,سەربازیەوە,سەربازیە	0	0	0
لەدەرەنجامی	لە دەرەنجامی	detected_correct	0	0	0
ناشرینترین	ناشیرینترین	detected_correct	0	0	0
ئاشقی	عاشقی	ئاشتی,عاشقی,ئاشی,ئەشقی,ئاشلی,ئاشقە,ئیشقی,ئاشقم,ئاشقەی,ئاستی	0	1	1
ئەمریکاییە	ئەمریکییە	ئەمریکایە,ئەمریکایی,ئەمریکییە,ئەمەریکاییە,ئەمریکای,ئەمریکاوە,ئەمەریکایی,ئەمریکایان,ئەمریکایه,ئەمریکیە	0	1	1
بتڵ	بوتڵ	detected_correct	0	0	0
پشێویان	پشێوییان	detected_correct	0	0	0
تەکنەلۆژییەکان	تەکنۆلۆژییەکان	detected_correct	0	0	0
دواخرابوو	دوا خرابوو	detected_correct	0	0	0
دەستپێشخەریەکی	دەستپێشخەرییەکی	detected_correct	0	0	0
لەمێژینە	لە مێژینە	detected_correct	0	0	0
ناوخۆییانەی	ناوخۆیییانەی	detected_correct	0	0	0
نایەتەدی	نایەتە دی	detected_correct	0	0	0
هێرشدەکەنە	هێرش دەکەنە	detected_correct	0	0	0
ئەنجامیبدەن	ئەنجامی بدەن	detected_correct	0	0	0
بونیاتنانی	بنیاتنانی	detected_correct	0	0	0
بەگوللەی	بە گوللەی	detected_correct	0	0	0
پڕۆژەیەکن	پرۆژەیەکن	پڕۆژەیەکی,پڕۆژەیەک,پڕۆژەیەکە,پڕۆژەیەکم,پرۆژەیەکن,پڕۆژەیەن,پڕۆژەیە,پرۆژەیەکی,پڕۆژەیەی,پڕۆژەیەدا	0	0	1
پێدەکەنن	پێ دەکەنن	detected_correct	0	0	0
جوڵاوە	جووڵاوە	detected_correct	0	0	0
جیابوومەوە	جیا بوومەوە	detected_correct	0	0	0
کاربکەیت	کار بکەیت	detected_correct	0	0	0
لەبنەماڵەی	لە بنەماڵەی	detected_correct	0	0	0
ماساج	مەساج	مەساج,ماساژ,یاسای,یاسا,مانای,ئاسان,یاساو,مانا,ماسی,مادام	1	1	1
محەویلەیەک	محاویلەیەک	محەویلەی,محاویلەیەکی,مەسەلەیەک,وەسیلەیەک,مێروولەیەک,محاویلەی,مێشوولەیەک,موەلیدەیەک,مەکینەیەک,مێرولەیەک	0	0	0
